72,115,181,128
281,105,389,117
308,9,371,19
281,115,389,127
308,184,380,194
117,47,208,56
36,228,136,236
281,82,417,107
36,282,99,290
81,184,181,195
72,69,181,77
36,272,126,282
45,239,199,247
435,199,453,226
308,19,362,27
435,185,453,204
36,263,108,272
36,205,190,214
335,47,426,56
36,197,181,206
36,255,108,263
217,149,253,170
81,169,163,178
154,278,190,286
36,220,199,230
308,312,362,320
308,317,371,328
244,283,308,291
81,157,163,169
244,205,398,215
244,220,417,230
36,242,117,251
244,228,335,236
426,147,453,173
244,273,344,283
244,262,326,271
36,40,163,48
99,137,145,152
244,39,380,47
290,170,380,178
244,254,317,261
63,105,181,117
253,245,353,252
290,158,380,169
371,258,389,263
154,251,190,262
244,239,417,247
281,190,317,197
63,82,208,108
389,246,426,256
281,68,389,76
244,197,398,206
217,187,244,206
308,137,362,151
208,96,244,149
