211,263,316,281
211,71,337,87
475,275,612,291
506,226,570,246
475,72,570,106
116,89,190,163
211,28,443,44
95,203,190,247
517,38,559,80
0,15,126,160
475,196,580,234
348,221,390,254
31,187,73,198
623,236,654,248
464,292,538,309
475,171,570,198
137,159,179,192
211,14,443,29
242,46,411,60
517,23,538,52
0,158,116,191
200,132,422,156
475,19,496,27
464,146,570,179
390,78,422,125
200,156,422,176
359,261,443,288
200,93,380,128
0,184,31,203
464,262,591,278
200,290,380,308
137,8,168,41
464,18,517,81
464,91,570,130
464,225,570,247
485,116,570,151
253,190,348,255
